customer_id,contact_date,age,job,marital,education,age_group
4791,2024-05-14,26,Management,single,tertiary,Young Adult
4792,2024-11-17,49,Services,married,secondary,Middle Aged
4793,2024-04-14,40,Technician,single,tertiary,Middle Aged
4794,2024-03-17,46,Admin,married,secondary,Middle Aged
4795,2024-11-09,38,Management,single,tertiary,Young Adult
4796,2024-10-19,74,Retired,divorced,secondary,Elderly
4797,2024-07-03,35,Services,single,tertiary,Young Adult
4798,2024-06-09,50,Unemployed,married,secondary,Middle Aged
4799,2024-06-02,54,Management,married,primary,Middle Aged
4800,2024-08-13,35,Management,divorced,tertiary,Young Adult
4801,2024-02-03,36,Unemployed,single,tertiary,Young Adult
4802,2024-06-23,30,Blue-Collar,single,secondary,Young Adult
4803,2024-08-05,36,Services,married,secondary,Young Adult
4804,2024-08-20,41,Management,married,tertiary,Middle Aged
4805,2024-08-04,30,Admin,single,secondary,Young Adult
4806,2024-10-27,39,Entrepreneur,married,primary,Young Adult
4807,2024-10-16,34,Services,single,tertiary,Young Adult
4808,2024-11-19,32,Services,married,secondary,Young Adult
4809,2024-11-21,35,Unemployed,married,primary,Young Adult
4810,2024-08-25,50,Management,married,tertiary,Middle Aged
4811,2024-07-08,28,Services,married,secondary,Young Adult
4812,2024-05-15,44,Blue-Collar,married,primary,Middle Aged
4813,2024-01-29,32,Blue-Collar,married,primary,Young Adult
4814,2024-08-12,30,Management,single,tertiary,Young Adult
4815,2024-06-05,59,Retired,married,secondary,Middle Aged
4816,2024-05-06,35,Technician,divorced,secondary,Young Adult
4817,2024-05-23,30,Blue-Collar,married,secondary,Young Adult
4818,2024-10-08,42,Management,married,unknown,Middle Aged
4819,2024-02-17,63,Retired,married,secondary,Elderly
4820,2024-05-25,35,Technician,single,secondary,Young Adult
4821,2024-04-30,43,Unemployed,divorced,secondary,Middle Aged
4822,2024-04-08,27,Technician,single,tertiary,Young Adult
4823,2024-07-13,29,Self-Employed,single,tertiary,Young Adult
4824,2024-05-25,54,Unemployed,married,secondary,Middle Aged
4825,2024-01-13,80,Retired,married,primary,Elderly
4826,2024-08-21,57,Blue-Collar,married,secondary,Middle Aged
4827,2024-09-23,33,Management,single,tertiary,Young Adult
4828,2024-08-18,65,Retired,married,primary,Elderly
4829,2024-06-17,59,Admin,married,secondary,Middle Aged
4830,2024-08-04,30,Housemaid,single,tertiary,Young Adult
4831,2024-05-04,28,Blue-Collar,married,secondary,Young Adult
4832,2024-02-03,29,Technician,married,secondary,Young Adult
4833,2024-11-21,31,Self-Employed,married,tertiary,Young Adult
4834,2024-05-18,31,Management,single,secondary,Young Adult
4835,2024-08-04,49,Blue-Collar,married,secondary,Middle Aged
4836,2024-07-16,43,Unemployed,married,tertiary,Middle Aged
4837,2024-03-02,40,Unemployed,single,tertiary,Middle Aged
4838,2024-07-28,39,Unemployed,married,primary,Young Adult
4839,2024-07-30,71,Technician,married,secondary,Elderly
4840,2024-06-18,38,Self-Employed,single,tertiary,Young Adult
4841,2024-11-21,30,Management,single,tertiary,Young Adult
4842,2024-01-07,45,Unemployed,married,secondary,Middle Aged
4843,2024-05-06,67,Retired,divorced,secondary,Elderly
4844,2024-06-23,58,Admin,married,secondary,Middle Aged
4845,2024-03-05,45,Admin,divorced,secondary,Middle Aged
4846,2024-02-12,34,Management,married,tertiary,Young Adult
4847,2024-05-24,27,Technician,single,tertiary,Young Adult
4848,2024-08-11,51,Blue-Collar,married,primary,Middle Aged
4849,2024-05-26,38,Management,married,unknown,Young Adult
4850,2024-06-16,28,Management,single,tertiary,Young Adult
4851,2024-02-05,25,Student,single,secondary,Young Adult
4852,2024-08-14,37,Services,married,secondary,Young Adult
4853,2024-05-21,38,Blue-Collar,married,secondary,Young Adult
4854,2024-08-11,37,Technician,single,secondary,Young Adult
4855,2024-08-18,34,Management,single,tertiary,Young Adult
4856,2024-04-06,37,Technician,single,tertiary,Young Adult
4857,2024-03-09,76,Retired,divorced,primary,Elderly
4858,2024-09-15,48,Management,married,tertiary,Middle Aged
4859,2024-03-12,49,Technician,divorced,tertiary,Middle Aged
4860,2024-11-03,62,Housemaid,married,secondary,Elderly
4861,2024-07-27,33,Services,single,unknown,Young Adult
4862,2024-04-01,19,Student,single,unknown,Young Adult
4863,2024-04-29,25,Student,single,secondary,Young Adult
4864,2024-05-07,31,Services,divorced,primary,Young Adult
4865,2024-06-17,38,Technician,single,tertiary,Young Adult
4866,2024-11-20,31,Technician,single,tertiary,Young Adult
4867,2024-04-27,24,Student,single,tertiary,Young Adult
4868,2024-04-27,24,Self-Employed,single,tertiary,Young Adult
4869,2024-04-20,26,Technician,single,secondary,Young Adult
4870,2024-03-24,73,Retired,married,tertiary,Elderly
4871,2024-05-13,29,Entrepreneur,married,secondary,Young Adult
4872,2024-04-30,49,Admin,married,secondary,Middle Aged
4873,2024-11-25,42,Management,married,primary,Middle Aged
4874,2024-01-26,68,Retired,single,tertiary,Elderly
4875,2024-02-05,60,Management,married,tertiary,Elderly
4876,2024-11-20,53,Management,divorced,tertiary,Middle Aged
4877,2024-02-02,62,Retired,married,secondary,Elderly
4878,2024-05-18,33,Management,single,tertiary,Young Adult
4879,2024-07-30,36,Housemaid,married,primary,Young Adult
4880,2024-05-13,46,Services,married,primary,Middle Aged
4881,2024-02-05,37,Housemaid,married,secondary,Young Adult
4882,2024-02-03,53,Blue-Collar,married,secondary,Middle Aged
4883,2024-02-05,34,Admin,married,secondary,Young Adult
4884,2024-07-08,24,Blue-Collar,single,secondary,Young Adult
4885,2024-09-11,36,Management,married,tertiary,Young Adult
4886,2024-12-09,34,Technician,married,secondary,Young Adult
4887,2024-02-02,48,Blue-Collar,single,primary,Middle Aged
4888,2024-05-15,43,Self-Employed,single,unknown,Middle Aged
4889,2024-08-22,32,Technician,divorced,tertiary,Young Adult
4890,2024-03-12,46,Blue-Collar,married,secondary,Middle Aged
4891,2024-05-15,32,Blue-Collar,single,secondary,Young Adult
4892,2024-05-16,45,Blue-Collar,married,primary,Middle Aged
4893,2024-11-17,29,Unemployed,single,primary,Young Adult
4894,2024-04-16,25,Management,single,tertiary,Young Adult
4895,2024-04-30,20,Student,single,secondary,Young Adult
4896,2024-05-26,45,Blue-Collar,married,secondary,Middle Aged
4897,2024-05-16,42,Admin,divorced,secondary,Middle Aged
4898,2024-07-10,29,Blue-Collar,married,secondary,Young Adult
4899,2024-09-16,23,Self-Employed,single,tertiary,Young Adult
4900,2024-04-30,37,Management,married,tertiary,Young Adult
4901,2024-09-09,35,Management,married,tertiary,Young Adult
4902,2024-03-02,61,Retired,married,tertiary,Elderly
4903,2024-09-16,31,Management,single,tertiary,Young Adult
4904,2024-11-17,41,Management,married,primary,Middle Aged
4905,2024-05-13,34,Blue-Collar,divorced,secondary,Young Adult
4906,2024-05-15,32,Services,single,secondary,Young Adult
4907,2024-02-05,32,Technician,married,tertiary,Young Adult
4908,2024-11-18,34,Technician,single,secondary,Young Adult
4909,2024-04-17,35,Blue-Collar,married,unknown,Young Adult
4910,2024-11-03,44,Admin,married,secondary,Middle Aged
4911,2024-11-17,32,Services,single,unknown,Young Adult
4912,2024-05-07,34,Admin,married,secondary,Young Adult
4913,2024-05-15,50,Entrepreneur,married,primary,Middle Aged
4914,2024-08-20,32,Technician,single,secondary,Young Adult
4915,2024-08-14,23,Blue-Collar,married,secondary,Young Adult
4916,2024-07-23,32,Blue-Collar,single,secondary,Young Adult
4917,2024-08-03,60,Housemaid,married,secondary,Elderly
4918,2024-11-10,44,Admin,single,secondary,Middle Aged
4919,2024-11-21,30,Admin,married,secondary,Young Adult
4920,2024-06-16,37,Technician,married,unknown,Young Adult
4921,2024-05-20,35,Technician,single,tertiary,Young Adult
4922,2024-07-15,36,Services,divorced,secondary,Young Adult
4923,2024-08-11,39,Management,married,secondary,Young Adult
4924,2024-05-18,25,Technician,married,tertiary,Young Adult
4925,2024-04-29,33,Management,single,tertiary,Young Adult
4926,2024-05-09,28,Blue-Collar,single,secondary,Young Adult
4927,2024-01-28,31,Self-Employed,single,tertiary,Young Adult
4928,2024-03-02,56,Retired,married,primary,Middle Aged
4929,2024-04-30,41,Entrepreneur,married,secondary,Middle Aged
4930,2024-09-14,68,Retired,divorced,primary,Elderly
4931,2024-03-12,61,Admin,married,tertiary,Elderly
4932,2024-04-20,37,Management,single,tertiary,Young Adult
4933,2024-07-23,28,Student,single,secondary,Young Adult
4934,2024-03-27,46,Admin,married,secondary,Middle Aged
4935,2024-07-02,53,Services,divorced,secondary,Middle Aged
4936,2024-05-21,32,Services,single,secondary,Young Adult
4937,2024-05-15,33,Admin,single,secondary,Young Adult
4938,2024-04-17,57,Housemaid,married,tertiary,Middle Aged
4939,2024-11-19,41,Technician,married,tertiary,Middle Aged
4940,2024-05-12,24,Technician,single,secondary,Young Adult
4941,2024-03-08,45,Student,single,unknown,Middle Aged
4942,2024-11-19,49,Management,married,secondary,Middle Aged
4943,2024-05-05,30,Blue-Collar,single,primary,Young Adult
4944,2024-10-23,26,Services,single,secondary,Young Adult
4945,2024-06-05,57,Management,married,tertiary,Middle Aged
4946,2024-07-30,39,Blue-Collar,married,unknown,Young Adult
4947,2024-05-04,40,Technician,single,tertiary,Middle Aged
4948,2024-06-19,52,Retired,divorced,tertiary,Middle Aged
4949,2024-04-13,35,Technician,single,tertiary,Young Adult
4950,2024-07-28,46,Admin,divorced,secondary,Middle Aged
4951,2024-06-20,49,Services,divorced,secondary,Middle Aged
4952,2024-07-13,22,Student,single,secondary,Young Adult
4953,2024-10-20,36,Technician,married,tertiary,Young Adult
4954,2024-02-27,38,Technician,married,secondary,Young Adult
4955,2024-05-11,40,Management,married,tertiary,Middle Aged
4956,2024-08-18,24,Technician,married,secondary,Young Adult
4957,2024-10-22,78,Retired,divorced,primary,Elderly
4958,2024-10-22,25,Technician,single,secondary,Young Adult
4959,2024-11-13,63,Management,married,tertiary,Elderly
4960,2024-08-18,31,Management,single,tertiary,Young Adult
4961,2024-11-20,41,Technician,single,secondary,Middle Aged
4962,2024-05-12,50,Retired,married,secondary,Middle Aged
4963,2024-11-12,27,Self-Employed,single,tertiary,Young Adult
4964,2024-05-29,27,Blue-Collar,single,secondary,Young Adult
4965,2024-06-20,50,Technician,divorced,secondary,Middle Aged
4966,2024-08-12,44,Management,married,tertiary,Middle Aged
4967,2024-04-30,26,Self-Employed,single,tertiary,Young Adult
4968,2024-07-28,46,Technician,married,unknown,Middle Aged
4969,2024-06-09,36,Services,married,secondary,Young Adult
4970,2024-08-14,35,Management,single,tertiary,Young Adult
4971,2024-03-03,68,Retired,married,secondary,Elderly
4972,2024-11-05,50,Admin,divorced,secondary,Middle Aged
4973,2024-07-13,36,Services,married,unknown,Young Adult
4974,2024-03-11,34,Admin,divorced,secondary,Young Adult
4975,2024-02-04,30,Management,single,tertiary,Young Adult
4976,2024-03-30,22,Admin,single,secondary,Young Adult
4977,2024-07-10,59,Admin,married,secondary,Middle Aged
4978,2024-08-12,60,Blue-Collar,married,primary,Elderly
4979,2024-10-25,32,Technician,married,secondary,Young Adult
4980,2024-11-19,46,Self-Employed,married,tertiary,Middle Aged
4981,2024-07-26,23,Student,single,secondary,Young Adult
4982,2024-08-10,22,Self-Employed,single,secondary,Young Adult
4983,2024-05-13,59,Services,married,secondary,Middle Aged
4984,2024-06-28,26,Management,single,tertiary,Young Adult
4985,2024-07-09,35,Management,divorced,tertiary,Young Adult
4986,2024-04-22,53,Retired,married,secondary,Middle Aged
4987,2024-07-15,39,Management,married,tertiary,Young Adult
4988,2024-08-10,32,Technician,married,secondary,Young Adult
4989,2024-08-07,41,Management,married,tertiary,Middle Aged
4990,2024-05-07,37,Admin,single,secondary,Young Adult
4991,2024-11-03,35,Management,married,tertiary,Young Adult
4992,2024-08-26,42,Management,married,tertiary,Middle Aged
4993,2024-07-16,27,Admin,divorced,secondary,Young Adult
4994,2024-10-23,57,Unknown,married,unknown,Middle Aged
4995,2024-06-06,41,Blue-Collar,married,primary,Middle Aged
4996,2024-05-18,37,Housemaid,single,secondary,Young Adult
4997,2024-02-05,44,Unemployed,divorced,tertiary,Middle Aged
4998,2024-05-25,32,Technician,single,tertiary,Young Adult
4999,2024-08-05,34,Admin,married,tertiary,Young Adult
5000,2024-06-12,42,Services,married,tertiary,Middle Aged
5001,2024-11-11,54,Admin,married,secondary,Middle Aged
5002,2024-01-29,48,Self-Employed,married,tertiary,Middle Aged
5003,2024-08-06,73,Retired,married,primary,Elderly
5004,2024-04-30,33,Management,married,tertiary,Young Adult
5005,2024-11-17,42,Management,married,tertiary,Middle Aged
5006,2024-08-19,57,Admin,married,secondary,Middle Aged
5007,2024-07-04,29,Services,single,primary,Young Adult
5008,2024-08-08,47,Blue-Collar,married,secondary,Middle Aged
5009,2024-02-12,51,Management,married,tertiary,Middle Aged
5010,2024-06-09,34,Management,married,tertiary,Young Adult
5011,2024-05-28,25,Technician,single,secondary,Young Adult
5012,2024-08-05,50,Admin,married,secondary,Middle Aged
5013,2024-07-12,47,Admin,single,secondary,Middle Aged
5014,2024-07-16,40,Technician,married,secondary,Middle Aged
5015,2024-03-09,79,Retired,married,secondary,Elderly
5016,2024-02-25,30,Student,single,secondary,Young Adult
5017,2024-05-27,54,Self-Employed,single,tertiary,Middle Aged
5018,2024-02-03,53,Blue-Collar,married,primary,Middle Aged
5019,2024-05-23,33,Blue-Collar,divorced,secondary,Young Adult
5020,2024-08-08,60,Management,married,tertiary,Elderly
5021,2024-06-15,35,Self-Employed,single,tertiary,Young Adult
5022,2024-06-05,46,Admin,married,secondary,Middle Aged
5023,2024-05-13,52,Services,married,primary,Middle Aged
5024,2024-10-28,50,Management,married,tertiary,Middle Aged
5025,2024-07-15,47,Admin,married,secondary,Middle Aged
5026,2024-02-17,73,Retired,married,tertiary,Elderly
5027,2024-04-30,35,Admin,married,tertiary,Young Adult
5028,2024-07-17,26,Blue-Collar,married,secondary,Young Adult
5029,2024-09-15,46,Management,married,tertiary,Middle Aged
5030,2024-06-04,42,Management,married,tertiary,Middle Aged
5031,2024-05-12,29,Self-Employed,single,tertiary,Young Adult
5032,2024-06-18,30,Management,single,tertiary,Young Adult
5033,2024-11-16,37,Management,married,tertiary,Young Adult
5034,2024-07-08,28,Admin,single,unknown,Young Adult
5035,2024-05-27,32,Blue-Collar,married,secondary,Young Adult
5036,2024-08-06,53,Management,married,tertiary,Middle Aged
5037,2024-11-17,41,Self-Employed,married,secondary,Middle Aged
5038,2024-05-16,40,Services,married,secondary,Middle Aged
5039,2024-10-29,53,Technician,married,tertiary,Middle Aged
5040,2024-02-17,64,Retired,divorced,primary,Elderly
5041,2024-08-12,32,Technician,married,secondary,Young Adult
5042,2024-05-30,48,Technician,married,secondary,Middle Aged
5043,2024-07-22,35,Admin,single,secondary,Young Adult
5044,2024-06-04,43,Management,married,tertiary,Middle Aged
5045,2024-06-05,25,Services,single,secondary,Young Adult
5046,2024-07-14,43,Management,married,tertiary,Middle Aged
5047,2024-11-08,29,Management,single,tertiary,Young Adult
5048,2024-08-12,61,Management,single,tertiary,Elderly
5049,2024-08-26,64,Retired,married,unknown,Elderly
5050,2024-09-02,27,Technician,single,tertiary,Young Adult
5051,2024-08-12,38,Technician,single,tertiary,Young Adult
5052,2024-04-14,36,Management,married,tertiary,Young Adult
5053,2024-10-25,61,Self-Employed,married,tertiary,Elderly
5054,2024-05-11,49,Blue-Collar,divorced,primary,Middle Aged
5055,2024-09-16,33,Blue-Collar,single,primary,Young Adult
5056,2024-10-12,25,Blue-Collar,single,secondary,Young Adult
5057,2024-09-06,33,Blue-Collar,single,secondary,Young Adult
5058,2024-05-21,51,Management,married,tertiary,Middle Aged
5059,2024-04-17,32,Blue-Collar,married,secondary,Young Adult
5060,2024-07-07,32,Admin,married,secondary,Young Adult
5061,2024-03-23,72,Retired,married,primary,Elderly
5062,2024-08-20,34,Admin,married,secondary,Young Adult
5063,2024-11-25,38,Technician,married,secondary,Young Adult
5064,2024-10-01,35,Management,married,tertiary,Young Adult
5065,2024-06-09,38,Technician,divorced,tertiary,Young Adult
5066,2024-07-28,43,Blue-Collar,single,primary,Middle Aged
5067,2024-08-12,31,Technician,single,tertiary,Young Adult
5068,2024-05-04,30,Management,married,tertiary,Young Adult
5069,2024-10-20,22,Student,single,primary,Young Adult
5070,2024-05-15,46,Admin,married,secondary,Middle Aged
5071,2024-08-04,52,Management,married,tertiary,Middle Aged
5072,2024-05-15,35,Technician,single,tertiary,Young Adult
5073,2024-04-17,71,Retired,married,primary,Elderly
5074,2024-12-18,30,Management,single,tertiary,Young Adult
5075,2024-10-26,25,Student,single,secondary,Young Adult
5076,2024-05-18,34,Management,single,tertiary,Young Adult
5077,2024-12-07,51,Admin,married,secondary,Middle Aged
5078,2024-09-01,25,Services,single,secondary,Young Adult
5079,2024-06-20,48,Management,married,tertiary,Middle Aged
5080,2024-05-22,42,Blue-Collar,married,secondary,Middle Aged
5081,2024-05-22,55,Management,married,unknown,Middle Aged
5082,2024-02-03,38,Admin,single,secondary,Young Adult
5083,2024-05-06,26,Blue-Collar,single,secondary,Young Adult
5084,2024-02-10,27,Admin,married,tertiary,Young Adult
5085,2024-02-17,75,Retired,married,primary,Elderly
5086,2024-08-08,32,Technician,single,secondary,Young Adult
5087,2024-04-29,39,Management,single,tertiary,Young Adult
5088,2024-06-01,46,Technician,single,secondary,Middle Aged
5089,2024-03-25,40,Management,married,tertiary,Middle Aged
5090,2024-08-14,36,Blue-Collar,divorced,secondary,Young Adult
5091,2024-06-06,54,Self-Employed,divorced,primary,Middle Aged
5092,2024-08-04,42,Management,married,tertiary,Middle Aged
5093,2024-05-12,42,Management,married,tertiary,Middle Aged
5094,2024-05-11,37,Blue-Collar,single,secondary,Young Adult
5095,2024-05-26,25,Student,single,unknown,Young Adult
5096,2024-02-18,29,Management,single,tertiary,Young Adult
5097,2024-07-21,32,Management,single,tertiary,Young Adult
5098,2024-04-20,64,Retired,married,secondary,Elderly
5099,2024-01-15,55,Management,married,tertiary,Middle Aged
5100,2024-02-03,56,Management,married,primary,Middle Aged
5101,2024-07-18,28,Admin,single,unknown,Young Adult
5102,2024-06-03,52,Management,divorced,tertiary,Middle Aged
5103,2024-06-03,36,Technician,divorced,secondary,Young Adult
5104,2024-07-21,25,Student,married,tertiary,Young Adult
5105,2024-01-12,66,Self-Employed,married,tertiary,Elderly
5106,2024-05-04,31,Management,single,tertiary,Young Adult
5107,2024-07-02,43,Technician,divorced,unknown,Middle Aged
5108,2024-08-21,59,Management,married,tertiary,Middle Aged
5109,2024-09-16,35,Management,married,unknown,Young Adult
5110,2024-07-31,48,Admin,married,primary,Middle Aged
5111,2024-03-27,38,Admin,married,tertiary,Young Adult
5112,2024-12-29,27,Admin,married,secondary,Young Adult
5113,2024-08-26,25,Student,single,secondary,Young Adult
5114,2024-02-25,56,Management,married,unknown,Middle Aged
5115,2024-12-21,54,Management,divorced,tertiary,Middle Aged
5116,2024-08-26,36,Unemployed,married,tertiary,Young Adult
5117,2024-04-30,31,Admin,single,secondary,Young Adult
5118,2024-01-29,62,Entrepreneur,married,secondary,Elderly
5119,2024-09-04,31,Technician,single,tertiary,Young Adult
5120,2024-07-12,66,Retired,divorced,unknown,Elderly
5121,2024-05-15,32,Management,single,tertiary,Young Adult
5122,2024-02-02,40,Services,divorced,secondary,Middle Aged
5123,2024-11-20,43,Blue-Collar,married,primary,Middle Aged
5124,2024-07-18,51,Housemaid,divorced,secondary,Middle Aged
5125,2024-04-05,34,Blue-Collar,married,secondary,Young Adult
5126,2024-11-17,47,Management,married,tertiary,Middle Aged
5127,2024-09-22,36,Management,single,tertiary,Young Adult
5128,2024-01-29,27,Technician,single,tertiary,Young Adult
5129,2024-05-11,52,Services,divorced,secondary,Middle Aged
5130,2024-06-18,44,Housemaid,single,primary,Middle Aged
5131,2024-06-02,26,Technician,married,secondary,Young Adult
5132,2024-10-26,32,Technician,married,secondary,Young Adult
5133,2024-05-13,34,Management,married,tertiary,Young Adult
5134,2024-08-11,35,Technician,married,tertiary,Young Adult
5135,2024-09-11,32,Management,single,tertiary,Young Adult
5136,2024-11-21,43,Self-Employed,married,secondary,Middle Aged
5137,2024-06-05,50,Unemployed,married,primary,Middle Aged
5138,2024-05-16,40,Blue-Collar,married,primary,Middle Aged
5139,2024-05-18,29,Self-Employed,single,tertiary,Young Adult
5140,2024-07-17,32,Technician,married,secondary,Young Adult
5141,2024-01-25,50,Management,married,tertiary,Middle Aged
5142,2024-03-02,65,Unemployed,married,secondary,Elderly
5143,2024-11-17,59,Self-Employed,married,tertiary,Middle Aged
5144,2024-08-10,44,Entrepreneur,married,tertiary,Middle Aged
5145,2024-07-25,33,Admin,married,secondary,Young Adult
5146,2024-02-09,33,Management,single,tertiary,Young Adult
5147,2024-02-05,57,Unemployed,married,secondary,Middle Aged
5148,2024-05-06,38,Management,single,tertiary,Young Adult
5149,2024-08-12,49,Management,married,tertiary,Middle Aged
5150,2024-11-13,45,Blue-Collar,married,unknown,Middle Aged
5151,2024-07-08,25,Technician,single,secondary,Young Adult
5152,2024-06-28,22,Housemaid,single,secondary,Young Adult
5153,2024-08-10,32,Management,single,tertiary,Young Adult
5154,2024-05-04,36,Services,single,secondary,Young Adult
5155,2024-07-15,32,Management,divorced,tertiary,Young Adult
5156,2024-08-05,45,Blue-Collar,single,secondary,Middle Aged
5157,2024-06-05,35,Housemaid,single,secondary,Young Adult
5158,2024-10-14,23,Student,single,secondary,Young Adult
5159,2024-04-05,50,Blue-Collar,married,primary,Middle Aged
5160,2024-06-09,31,Management,married,tertiary,Young Adult
5161,2024-11-10,61,Retired,married,tertiary,Elderly
5162,2024-04-17,42,Blue-Collar,married,primary,Middle Aged
5163,2024-07-19,39,Blue-Collar,married,secondary,Young Adult
5164,2024-08-08,37,Technician,single,secondary,Young Adult
5165,2024-07-18,30,Blue-Collar,single,secondary,Young Adult
5166,2024-05-06,55,Unemployed,divorced,secondary,Middle Aged
5167,2024-07-18,30,Services,divorced,primary,Young Adult
5168,2024-06-05,57,Management,married,tertiary,Middle Aged
5169,2024-02-03,31,Unemployed,single,tertiary,Young Adult
5170,2024-05-13,37,Entrepreneur,divorced,secondary,Young Adult
5171,2024-08-06,34,Blue-Collar,married,secondary,Young Adult
5172,2024-07-18,31,Technician,married,secondary,Young Adult
5173,2024-05-04,52,Technician,married,tertiary,Middle Aged
5174,2024-11-10,48,Unemployed,divorced,secondary,Middle Aged
5175,2024-10-23,73,Retired,married,primary,Elderly
5176,2024-05-13,54,Retired,divorced,tertiary,Middle Aged
5177,2024-03-03,38,Admin,married,secondary,Young Adult
5178,2024-05-08,39,Blue-Collar,married,primary,Young Adult
5179,2024-05-12,44,Self-Employed,single,tertiary,Middle Aged
5180,2024-10-08,29,Admin,single,secondary,Young Adult
5181,2024-04-15,51,Management,married,tertiary,Middle Aged
5182,2024-05-20,31,Blue-Collar,married,secondary,Young Adult
5183,2024-05-25,33,Services,single,secondary,Young Adult
5184,2024-06-06,39,Self-Employed,married,tertiary,Young Adult
5185,2024-05-06,30,Technician,married,secondary,Young Adult
5186,2024-09-08,39,Technician,married,secondary,Young Adult
5187,2024-03-11,25,Management,married,tertiary,Young Adult
5188,2024-05-12,57,Admin,single,secondary,Middle Aged
5189,2024-04-30,35,Management,married,tertiary,Young Adult
5190,2024-04-22,27,Blue-Collar,single,secondary,Young Adult
5191,2024-07-30,27,Technician,single,secondary,Young Adult
5192,2024-11-16,28,Self-Employed,single,tertiary,Young Adult
5193,2024-06-30,41,Admin,single,secondary,Middle Aged
5194,2024-05-13,46,Blue-Collar,married,primary,Middle Aged
5195,2024-04-30,38,Management,divorced,secondary,Young Adult
5196,2024-10-22,35,Technician,married,secondary,Young Adult
5197,2024-05-07,24,Services,single,secondary,Young Adult
5198,2024-05-15,24,Blue-Collar,single,secondary,Young Adult
5199,2024-07-02,28,Management,single,tertiary,Young Adult
5200,2024-05-12,28,Admin,single,secondary,Young Adult
5201,2024-03-05,53,Management,married,secondary,Middle Aged
5202,2024-11-10,45,Management,married,tertiary,Middle Aged
5203,2024-11-03,33,Services,married,secondary,Young Adult
5204,2024-06-07,51,Management,married,tertiary,Middle Aged
5205,2024-05-18,32,Technician,single,tertiary,Young Adult
5206,2024-04-08,65,Retired,married,secondary,Elderly
5207,2024-11-19,32,Blue-Collar,married,primary,Young Adult
5208,2024-01-11,67,Retired,married,primary,Elderly
5209,2024-05-13,53,Technician,married,secondary,Middle Aged
5210,2024-07-15,41,Blue-Collar,divorced,primary,Middle Aged
5211,2024-01-30,30,Blue-Collar,single,secondary,Young Adult
5212,2024-10-07,37,Blue-Collar,married,secondary,Young Adult
5213,2024-02-04,27,Technician,single,tertiary,Young Adult
5214,2024-08-13,77,Retired,married,tertiary,Elderly
5215,2024-07-07,32,Admin,single,secondary,Young Adult
5216,2024-06-03,25,Management,single,tertiary,Young Adult
5217,2024-08-12,32,Management,single,tertiary,Young Adult
5218,2024-07-09,43,Technician,married,secondary,Middle Aged
5219,2024-12-11,30,Services,married,secondary,Young Adult
5220,2024-10-29,59,Management,divorced,tertiary,Middle Aged
5221,2024-08-06,61,Retired,married,tertiary,Elderly
5222,2024-03-27,32,Self-Employed,single,tertiary,Young Adult
5223,2024-02-24,37,Management,married,tertiary,Young Adult
5224,2024-07-31,51,Self-Employed,married,tertiary,Middle Aged
5225,2024-06-05,55,Management,divorced,tertiary,Middle Aged
5226,2024-05-12,38,Management,single,tertiary,Young Adult
5227,2024-05-21,47,Admin,married,secondary,Middle Aged
5228,2024-01-28,59,Services,divorced,secondary,Middle Aged
5229,2024-06-11,51,Retired,married,secondary,Middle Aged
5230,2024-05-07,25,Admin,single,secondary,Young Adult
5231,2024-03-15,67,Retired,divorced,primary,Elderly
5232,2024-04-22,58,Entrepreneur,married,secondary,Middle Aged
5233,2024-08-26,52,Management,single,tertiary,Middle Aged
5234,2024-07-18,54,Technician,single,tertiary,Middle Aged
5235,2024-07-08,27,Technician,single,secondary,Young Adult
5236,2024-05-13,41,Services,married,secondary,Middle Aged
5237,2024-05-17,72,Retired,married,secondary,Elderly
5238,2024-06-04,24,Blue-Collar,married,secondary,Young Adult
5239,2024-08-31,36,Admin,single,tertiary,Young Adult
5240,2024-05-12,39,Services,married,secondary,Young Adult
5241,2024-02-10,55,Technician,divorced,secondary,Middle Aged
5242,2024-08-11,35,Admin,married,secondary,Young Adult
5243,2024-04-22,32,Technician,single,tertiary,Young Adult
5244,2024-05-27,29,Blue-Collar,single,tertiary,Young Adult
5245,2024-01-14,59,Services,single,secondary,Middle Aged
5246,2024-04-15,33,Management,married,secondary,Young Adult
5247,2024-06-17,30,Services,divorced,secondary,Young Adult
5248,2024-07-02,30,Management,single,tertiary,Young Adult
5249,2024-07-16,37,Management,married,tertiary,Young Adult
5250,2024-02-18,39,Management,single,tertiary,Young Adult
5251,2024-02-04,40,Blue-Collar,married,unknown,Middle Aged
5252,2024-05-22,29,Management,single,tertiary,Young Adult
5253,2024-05-24,24,Unemployed,single,secondary,Young Adult
5254,2024-07-21,31,Blue-Collar,married,primary,Young Adult
5255,2024-09-02,62,Management,married,secondary,Elderly
5256,2024-11-19,33,Admin,married,unknown,Young Adult
5257,2024-11-10,67,Management,married,tertiary,Elderly
5258,2024-11-05,44,Self-Employed,married,secondary,Middle Aged
5259,2024-11-10,79,Retired,married,secondary,Elderly
5260,2024-11-21,30,Technician,single,secondary,Young Adult
5261,2024-04-30,38,Housemaid,married,primary,Young Adult
5262,2024-05-12,31,Management,single,tertiary,Young Adult
5263,2024-08-21,38,Technician,married,secondary,Young Adult
5264,2024-05-04,36,Services,single,secondary,Young Adult
5265,2024-04-17,30,Blue-Collar,married,secondary,Young Adult
5266,2024-08-20,34,Technician,married,tertiary,Young Adult
5267,2024-01-30,27,Management,single,primary,Young Adult
