customer_id,contact_date,credit_on_default,annual_balance,housing_loan,personal_loan
6409,2024-05-15,no,1217,yes,no
6410,2024-05-16,no,-57,yes,no
6411,2024-05-13,no,82,yes,no
6412,2024-04-09,no,438,yes,yes
6413,2024-05-30,no,729,yes,no
6414,2024-01-29,no,0,yes,no
6415,2024-05-07,no,374,yes,no
6416,2024-11-18,no,-341,no,yes
6417,2024-05-12,no,-367,yes,yes
6418,2024-02-05,no,592,yes,yes
6419,2024-02-05,no,457,yes,no
6420,2024-11-18,no,4819,no,no
6421,2024-05-26,no,-85,yes,yes
6422,2024-06-04,no,467,yes,yes
6423,2024-06-04,no,-309,yes,yes
6424,2024-06-24,no,21522,no,no
6425,2024-05-16,no,467,yes,no
6426,2024-07-08,no,870,no,yes
6427,2024-05-27,no,-93,yes,no
6428,2024-07-04,no,75,yes,no
6429,2024-09-08,no,292,no,no
6430,2024-06-05,no,0,no,yes
6431,2024-05-05,no,263,yes,no
6432,2024-08-29,no,134,no,yes
6433,2024-05-23,no,91,no,no
6434,2024-11-19,no,0,no,yes
6435,2024-01-29,no,229,no,no
6436,2024-07-29,no,892,yes,no
6437,2024-05-05,no,197,yes,no
6438,2024-05-13,no,-213,no,no
6439,2024-02-06,no,-321,no,no
6440,2024-01-30,no,604,no,no
6441,2024-03-05,no,606,no,no
6442,2024-02-06,no,1518,yes,no
6443,2024-06-11,no,192,no,no
6444,2024-07-25,no,0,yes,yes
6445,2024-05-07,yes,289,no,no
6446,2024-05-09,no,535,no,no
6447,2024-05-15,no,33,yes,no
6448,2024-05-30,no,243,yes,yes
6449,2024-06-02,no,0,yes,no
6450,2024-06-16,no,1279,yes,no
6451,2024-10-29,no,1327,no,no
6452,2024-11-18,no,297,yes,no
6453,2024-05-05,no,740,yes,no
6454,2024-05-07,no,278,yes,no
6455,2024-02-04,no,553,no,no
6456,2024-06-06,no,406,no,no
6457,2024-08-24,no,5,no,no
6458,2024-07-22,no,2071,no,yes
6459,2024-01-28,no,0,no,no
6460,2024-06-04,no,932,yes,no
6461,2024-07-22,no,-119,yes,no
6462,2024-05-29,no,381,yes,no
6463,2024-06-03,no,1309,yes,no
6464,2024-04-29,no,542,no,no
6465,2024-07-10,no,30,yes,no
6466,2024-08-11,no,0,no,no
6467,2024-07-25,no,-15,no,no
6468,2024-07-16,no,318,no,no
6469,2024-06-12,no,1405,no,no
6470,2024-04-14,no,5271,yes,no
6471,2024-01-30,no,-51,no,yes
6472,2024-01-29,no,3914,no,yes
6473,2024-11-21,no,4976,yes,no
6474,2024-05-12,no,16,no,no
6475,2024-06-05,no,1595,yes,no
6476,2024-06-20,no,306,yes,no
6477,2024-06-05,no,215,no,no
6478,2024-05-12,no,0,yes,no
6479,2024-04-14,no,2628,no,no
6480,2024-05-26,no,1778,no,no
6481,2024-05-15,no,1423,yes,no
6482,2024-07-23,no,659,no,no
6483,2024-11-21,no,-31,yes,no
6484,2024-05-26,yes,-204,yes,no
6485,2024-06-09,no,1462,no,no
6486,2024-07-31,no,723,yes,no
6487,2024-05-21,no,3954,yes,no
6488,2024-02-05,no,33,no,no
6489,2024-05-14,no,4151,yes,no
6490,2024-07-21,yes,0,no,yes
6491,2024-07-28,no,219,yes,yes
6492,2024-08-05,no,2728,no,no
6493,2024-01-30,no,76,no,no
6494,2024-08-08,no,4388,no,no
6495,2024-05-08,no,-210,yes,no
6496,2024-08-11,no,2427,no,no
6497,2024-05-14,no,45,yes,yes
6498,2024-11-19,yes,-74,yes,no
6499,2024-11-21,no,2173,no,no
6500,2024-08-08,no,8422,no,no
6501,2024-05-08,no,120,yes,yes
6502,2024-05-08,no,1320,yes,yes
6503,2024-07-08,no,245,no,yes
6504,2024-05-09,no,9569,yes,no
6505,2024-05-07,no,0,yes,no
6506,2024-05-08,no,2770,yes,no
6507,2024-08-18,no,1221,yes,yes
6508,2024-05-11,no,298,yes,no
6509,2024-08-20,no,967,no,no
6510,2024-07-14,no,0,no,no
6511,2024-02-09,no,0,yes,no
6512,2024-11-18,no,1368,yes,no
6513,2024-05-15,no,751,yes,no
6514,2024-05-16,no,2597,yes,no
6515,2024-01-30,no,-35,no,no
6516,2024-08-05,no,629,no,no
6517,2024-05-15,no,1330,yes,no
6518,2024-05-14,no,277,yes,no
6519,2024-06-16,no,1018,no,no
6520,2024-07-17,no,11,yes,no
6521,2024-11-21,no,0,no,no
6522,2024-08-07,no,905,no,no
6523,2024-11-21,no,15474,no,no
6524,2024-05-13,no,54,yes,no
6525,2024-07-08,no,-246,no,yes
6526,2024-11-19,no,0,no,no
6527,2024-05-23,no,1951,yes,no
6528,2024-06-27,no,65,no,no
6529,2024-05-05,no,368,yes,no
6530,2024-05-28,no,51,yes,no
6531,2024-06-20,no,3492,yes,yes
6532,2024-04-13,no,21,yes,no
6533,2024-06-20,no,8403,no,no
6534,2024-07-29,no,978,no,no
6535,2024-05-23,no,165,yes,no
6536,2024-01-28,no,350,no,no
6537,2024-08-26,no,385,no,yes
6538,2024-05-18,no,2058,yes,no
6539,2024-05-14,no,-11,yes,no
6540,2024-05-13,no,505,yes,no
6541,2024-04-30,no,-547,yes,no
6542,2024-09-13,no,562,no,no
6543,2024-06-09,no,4222,no,no
6544,2024-07-09,no,105,yes,no
6545,2024-05-27,no,0,yes,no
6546,2024-05-26,no,66,yes,no
6547,2024-02-02,no,0,yes,yes
6548,2024-11-21,no,13578,yes,no
6549,2024-11-21,no,11222,yes,no
6550,2024-04-30,no,1737,no,no
6551,2024-05-05,no,59,yes,no
6552,2024-08-11,no,54,no,no
6553,2024-11-25,no,2282,no,no
6554,2024-05-06,no,299,yes,no
6555,2024-08-13,no,396,no,no
6556,2024-07-30,no,184,yes,no
6557,2024-01-29,no,475,yes,yes
6558,2024-07-28,no,-496,no,no
6559,2024-08-29,no,117,no,no
6560,2024-08-11,no,713,yes,no
6561,2024-08-28,no,45,no,no
6562,2024-08-22,no,1496,yes,no
6563,2024-02-06,no,0,no,yes
6564,2024-10-13,no,886,yes,no
6565,2024-05-12,no,4592,yes,no
6566,2024-06-06,no,-38,no,no
6567,2024-05-13,no,431,yes,no
6568,2024-05-18,no,-292,yes,no
6569,2024-06-18,no,2571,no,no
6570,2024-02-03,no,191,no,yes
6571,2024-07-31,no,1689,yes,no
6572,2024-08-25,no,8494,no,no
6573,2024-05-13,no,159,yes,no
6574,2024-05-05,no,7,no,yes
6575,2024-07-04,no,35,no,no
6576,2024-07-21,no,1007,yes,no
6577,2024-05-13,no,106,yes,no
6578,2024-11-18,no,0,yes,no
6579,2024-05-23,no,0,no,no
6580,2024-04-17,no,216,yes,no
6581,2024-04-30,no,746,no,no
6582,2024-09-03,no,764,yes,no
6583,2024-05-29,no,193,yes,no
6584,2024-07-31,no,368,no,no
6585,2024-06-03,no,205,yes,no
6586,2024-05-09,no,96,yes,no
6587,2024-07-17,no,8016,no,no
6588,2024-05-14,no,221,yes,no
6589,2024-05-26,no,157,yes,no
6590,2024-06-06,no,4830,yes,no
6591,2024-08-11,no,1039,no,no
6592,2024-07-10,no,71,no,no
6593,2024-02-02,no,1214,yes,no
6594,2024-06-19,no,0,no,no
6595,2024-06-20,no,0,yes,no
6596,2024-02-06,no,116,yes,no
6597,2024-08-13,no,100,no,no
6598,2024-05-18,no,91,yes,no
6599,2024-05-18,no,-398,yes,no
6600,2024-03-05,no,2820,no,no
6601,2024-05-13,no,223,yes,yes
6602,2024-08-12,no,2278,no,no
6603,2024-06-19,no,-782,yes,yes
6604,2024-01-28,no,8919,no,no
6605,2024-11-18,no,104,yes,yes
6606,2024-08-14,no,3387,no,no
6607,2024-07-18,no,0,no,yes
6608,2024-06-20,no,449,yes,no
6609,2024-11-18,no,4787,yes,no
6610,2024-02-04,no,1240,yes,no
6611,2024-07-25,no,191,yes,no
6612,2024-05-16,no,2185,yes,no
6613,2024-11-21,no,0,yes,no
6614,2024-08-05,no,2857,no,no
6615,2024-03-16,no,3782,no,no
6616,2024-08-19,no,83,no,yes
6617,2024-10-19,no,6,no,no
6618,2024-05-27,no,88,yes,no
6619,2024-06-15,no,294,yes,no
6620,2024-07-29,no,84,no,no
6621,2024-08-08,no,84,no,no
6622,2024-05-30,no,602,yes,no
6623,2024-08-06,no,0,no,no
6624,2024-05-07,no,-470,yes,no
6625,2024-02-06,no,-37,no,yes
6626,2024-11-17,no,2145,no,no
6627,2024-05-26,no,937,no,no
6628,2024-05-11,no,2059,yes,no
6629,2024-06-06,no,3598,no,no
6630,2024-07-16,no,1206,no,yes
6631,2024-11-20,no,1273,yes,yes
6632,2024-02-02,no,46,no,no
6633,2024-07-29,no,534,yes,no
6634,2024-08-28,no,-300,no,no
6635,2024-11-21,no,4,no,no
6636,2024-11-19,no,386,no,yes
6637,2024-08-04,no,-396,no,yes
6638,2024-05-11,no,0,yes,no
6639,2024-07-23,no,14930,no,no
6640,2024-08-18,no,-600,yes,no
6641,2024-08-21,no,3733,yes,no
6642,2024-05-20,no,465,yes,no
6643,2024-05-05,no,994,yes,yes
6644,2024-05-28,no,758,yes,no
6645,2024-07-07,no,256,yes,no
6646,2024-02-03,no,3461,no,no
6647,2024-05-27,no,124,no,no
6648,2024-05-08,no,355,yes,no
6649,2024-08-12,no,1514,no,no
6650,2024-02-02,no,40,no,no
6651,2024-05-28,no,-320,yes,no
6652,2024-07-23,no,566,no,yes
6653,2024-06-08,no,388,no,no
6654,2024-04-20,no,577,yes,no
6655,2024-05-13,no,17,yes,no
6656,2024-05-16,no,260,yes,no
6657,2024-04-20,no,0,yes,no
6658,2024-05-13,no,1823,yes,no
6659,2024-06-20,no,1463,no,no
6660,2024-06-20,no,3390,no,no
6661,2024-11-19,no,2769,yes,no
6662,2024-11-20,no,215,yes,no
6663,2024-08-13,no,12531,no,no
6664,2024-07-17,no,80,no,no
6665,2024-07-25,no,317,yes,no
6666,2024-07-15,no,217,no,yes
6667,2024-06-06,no,4874,no,no
6668,2024-05-14,no,275,yes,no
6669,2024-07-18,no,738,yes,yes
6670,2024-05-23,no,1839,no,no
6671,2024-11-18,no,556,yes,no
6672,2024-05-23,no,207,yes,no
6673,2024-06-04,no,-461,yes,yes
6674,2024-01-29,no,789,no,yes
6675,2024-05-05,no,1133,yes,no
6676,2024-05-13,no,4253,yes,no
6677,2024-05-28,no,255,no,no
6678,2024-05-08,no,582,yes,no
6679,2024-01-29,no,743,no,no
6680,2024-05-12,no,570,yes,no
6681,2024-07-25,no,786,no,yes
6682,2024-07-04,no,295,yes,yes
6683,2024-11-19,no,2583,no,no
6684,2024-01-30,no,1285,no,no
6685,2024-07-14,no,287,yes,no
6686,2024-05-14,no,658,yes,no
6687,2024-07-28,no,246,yes,no
6688,2024-08-28,no,3463,yes,yes
6689,2024-06-27,no,291,yes,yes
6690,2024-07-08,no,19,no,no
6691,2024-05-14,no,5700,yes,no
6692,2024-10-16,no,0,no,no
6693,2024-05-23,no,-346,yes,yes
6694,2024-06-20,yes,-456,yes,yes
6695,2024-08-05,no,5953,no,no
6696,2024-05-26,no,1693,yes,no
6697,2024-07-09,no,350,no,yes
6698,2024-04-17,no,-181,yes,no
6699,2024-06-17,no,1735,no,yes
6700,2024-07-11,no,157,yes,no
6701,2024-11-19,no,67,no,yes
6702,2024-07-16,no,-444,no,yes
6703,2024-07-09,no,0,no,yes
6704,2024-05-08,no,171,yes,yes
6705,2024-07-09,no,262,yes,no
6706,2024-11-19,no,0,yes,no
6707,2024-04-20,no,965,yes,no
6708,2024-05-13,no,0,no,no
6709,2024-05-05,no,6392,yes,no
6710,2024-08-04,no,194,no,no
6711,2024-09-16,no,2308,no,no
6712,2024-07-11,no,941,yes,no
6713,2024-07-11,no,46,yes,no
6714,2024-05-11,no,131,yes,yes
6715,2024-02-03,no,1844,yes,yes
6716,2024-05-15,no,281,yes,no
6717,2024-05-21,no,109,yes,no
6718,2024-05-16,no,268,no,no
6719,2024-05-26,no,298,yes,yes
6720,2024-07-25,yes,-525,no,yes
6721,2024-04-02,no,738,yes,yes
6722,2024-05-05,no,94,yes,no
6723,2024-09-01,no,7702,no,no
6724,2024-07-08,no,857,no,no
6725,2024-07-07,no,-354,yes,yes
6726,2024-04-02,no,0,yes,no
6727,2024-08-18,no,112,no,no
6728,2024-06-19,no,5735,no,no
6729,2024-06-02,no,1807,yes,no
6730,2024-07-31,no,-30,yes,no
6731,2024-06-03,no,216,no,no
6732,2024-10-14,no,127,yes,no
6733,2024-05-30,no,1096,no,yes
6734,2024-04-23,no,5193,no,no
6735,2024-05-16,no,6,no,no
6736,2024-05-15,no,339,yes,no
6737,2024-07-11,no,0,no,no
6738,2024-07-09,no,625,no,no
6739,2024-05-04,no,3776,no,no
6740,2024-08-28,no,1239,no,no
6741,2024-05-18,no,93,yes,no
6742,2024-04-20,no,304,yes,no
6743,2024-06-19,no,1409,yes,no
6744,2024-05-07,no,191,yes,yes
6745,2024-11-20,no,79,no,yes
6746,2024-05-07,no,2263,no,no
6747,2024-07-15,no,10438,yes,no
6748,2024-04-23,no,81,yes,no
6749,2024-05-13,no,964,yes,no
6750,2024-11-20,no,0,no,no
6751,2024-11-18,no,3839,yes,no
6752,2024-05-12,no,586,yes,yes
6753,2024-10-18,no,600,yes,no
6754,2024-05-21,no,1343,yes,yes
6755,2024-08-11,no,113,no,no
6756,2024-05-18,no,240,yes,no
6757,2024-05-08,no,194,yes,no
6758,2024-05-15,no,278,yes,yes
6759,2024-05-13,no,260,yes,no
6760,2024-06-15,no,1013,no,no
6761,2024-05-08,no,0,yes,no
6762,2024-05-13,no,2363,yes,no
6763,2024-07-23,no,913,yes,no
6764,2024-05-30,no,686,yes,no
6765,2024-01-29,no,149,yes,no
6766,2024-05-08,no,500,yes,no
6767,2024-08-14,no,11766,yes,no
6768,2024-08-27,no,137,no,no
6769,2024-06-18,no,0,no,no
6770,2024-10-10,no,335,no,no
6771,2024-02-03,no,16,yes,no
6772,2024-08-22,no,0,no,no
6773,2024-11-20,no,9851,yes,no
6774,2024-07-23,no,525,no,no
6775,2024-06-17,no,788,no,no
6776,2024-07-17,no,1016,yes,no
6777,2024-06-12,no,292,no,no
6778,2024-07-25,no,999,no,no
6779,2024-06-06,no,2870,yes,no
6780,2024-01-26,no,689,no,no
6781,2024-05-15,no,-100,yes,yes
6782,2024-07-10,no,1084,yes,no
6783,2024-08-21,no,154,no,yes
6784,2024-06-17,no,1653,no,no
6785,2024-07-10,no,2378,yes,yes
6786,2024-07-31,no,1515,yes,no
6787,2024-09-06,no,1636,yes,yes
6788,2024-05-23,no,1516,yes,yes
6789,2024-07-08,no,127,no,no
6790,2024-08-06,no,2876,no,no
6791,2024-01-30,no,1384,yes,no
6792,2024-08-20,no,228,yes,no
6793,2024-08-18,no,2481,no,no
6794,2024-05-05,no,475,yes,no
6795,2024-06-16,no,1401,no,no
6796,2024-01-28,no,425,yes,no
6797,2024-05-15,no,244,yes,no
6798,2024-07-21,yes,-6847,no,yes
6799,2024-08-27,yes,0,no,no
6800,2024-05-07,no,386,yes,no
6801,2024-08-14,no,332,yes,no
6802,2024-06-09,no,1367,no,no
6803,2024-06-03,no,120,yes,no
6804,2024-08-18,no,19,yes,no
6805,2024-07-28,no,3,yes,no
6806,2024-11-20,yes,-98,yes,no
6807,2024-06-11,no,303,no,no
6808,2024-05-28,no,-752,yes,no
6809,2024-08-27,no,97,no,no
6810,2024-05-09,no,794,no,no
6811,2024-05-23,no,1880,yes,no
6812,2024-05-16,no,732,yes,no
6813,2024-07-25,no,5261,no,yes
6814,2024-05-06,no,712,yes,no
6815,2024-01-29,no,28,no,no
6816,2024-07-11,no,0,yes,no
6817,2024-08-25,no,827,no,no
6818,2024-05-07,no,110,yes,no
6819,2024-05-22,no,377,no,no
6820,2024-02-04,no,-344,no,yes
6821,2024-03-17,no,261,no,no
6822,2024-05-05,no,104,yes,no
6823,2024-06-09,no,610,no,no
6824,2024-08-20,no,4328,no,no
6825,2024-05-13,no,1371,no,no
6826,2024-08-29,no,193,yes,no
6827,2024-05-18,no,258,yes,no
6828,2024-05-12,no,56,no,no
6829,2024-08-06,no,136,no,no
6830,2024-04-20,no,1222,yes,no
6831,2024-05-29,no,3672,yes,no
6832,2024-05-16,no,2188,no,no
6833,2024-02-03,no,924,yes,no
6834,2024-08-12,no,11431,no,no
6835,2024-05-15,no,140,yes,no
6836,2024-05-26,no,27,yes,no
6837,2024-08-08,no,-468,yes,yes
6838,2024-05-18,no,438,yes,no
6839,2024-04-20,no,-43,yes,yes
6840,2024-06-16,no,1161,no,yes
6841,2024-02-04,no,458,no,no
6842,2024-05-05,no,-441,yes,no
6843,2024-11-19,no,2278,no,yes
6844,2024-08-28,no,0,no,no
6845,2024-04-08,no,702,yes,no
6846,2024-05-13,no,69,yes,no
6847,2024-08-20,no,182,no,no
6848,2024-05-18,no,318,yes,no
6849,2024-05-15,no,-181,yes,no
6850,2024-01-29,no,261,yes,no
6851,2024-05-08,no,244,yes,no
6852,2024-05-26,no,880,yes,no
6853,2024-11-21,no,2283,yes,no
6854,2024-06-05,no,550,yes,no
6855,2024-07-15,no,7752,yes,no
6856,2024-05-05,no,6,yes,no
6857,2024-05-09,no,4471,yes,no
6858,2024-08-14,no,1969,no,no
6859,2024-02-03,no,219,no,no
6860,2024-04-20,no,76,yes,no
6861,2024-01-29,no,60,no,no
6862,2024-07-29,no,8,no,no
6863,2024-07-29,no,19,yes,no
6864,2024-04-20,no,20011,no,no
6865,2024-07-30,no,608,no,no
6866,2024-01-28,no,1068,no,no
6867,2024-05-14,no,-269,yes,yes
6868,2024-08-29,no,494,no,no
6869,2024-11-21,no,159,yes,no
6870,2024-05-26,no,-754,yes,yes
6871,2024-07-28,no,157,yes,yes
6872,2024-07-31,no,2110,no,yes
6873,2024-11-18,no,2603,yes,no
6874,2024-06-06,no,992,no,no
6875,2024-05-05,no,593,yes,no
6876,2024-05-15,no,327,yes,no
6877,2024-08-28,no,6766,no,no
6878,2024-08-04,no,432,yes,yes
6879,2024-06-05,no,25,yes,no
6880,2024-06-26,no,5299,yes,no
6881,2024-07-23,no,291,no,no
6882,2024-08-26,no,517,no,no
6883,2024-06-05,no,97,yes,no
6884,2024-04-15,no,1636,no,no
6885,2024-08-29,no,996,no,no
6886,2024-05-27,no,0,yes,no
6887,2024-07-11,no,710,yes,no
6888,2024-05-04,no,1049,no,no
6889,2024-05-15,no,556,yes,no
6890,2024-05-21,no,629,yes,no
6891,2024-05-16,no,186,yes,no
6892,2024-05-19,no,0,no,no
6893,2024-01-28,no,1264,no,no
6894,2024-06-04,no,64,no,no
6895,2024-11-21,no,2497,yes,no
6896,2024-04-08,no,-97,yes,no
6897,2024-07-11,no,161,yes,no
6898,2024-09-09,no,732,no,no
6899,2024-11-19,no,94,yes,yes
6900,2024-11-20,no,2404,yes,no
6901,2024-06-03,no,21,yes,no
6902,2024-03-31,no,2658,yes,no
6903,2024-05-08,no,131,yes,no
6904,2024-11-20,no,0,yes,no
6905,2024-05-16,no,351,yes,no
6906,2024-07-08,no,564,no,yes
6907,2024-11-19,no,2240,yes,no
6908,2024-05-06,no,46,yes,no
6909,2024-05-14,no,132,yes,no
6910,2024-05-08,no,71,no,yes
6911,2024-05-26,no,0,yes,yes
6912,2024-06-09,no,267,no,no
6913,2024-05-15,no,841,yes,no
6914,2024-07-09,no,51,no,yes
6915,2024-04-13,no,7735,yes,no
6916,2024-07-23,no,417,no,no
6917,2024-05-14,no,-14,yes,no
6918,2024-05-18,no,2490,yes,no
6919,2024-05-07,no,0,yes,no
6920,2024-02-03,no,184,no,no
6921,2024-11-21,no,19343,yes,no
6922,2024-07-30,no,947,no,no
6923,2024-05-07,no,90,yes,no
6924,2024-11-19,no,10218,yes,no
6925,2024-05-06,yes,72,yes,no
6926,2024-05-18,no,120,yes,no
6927,2024-05-04,no,130,no,no
6928,2024-07-09,no,41,yes,no
6929,2024-05-07,no,0,yes,no
6930,2024-07-09,no,673,yes,no
6931,2024-05-07,no,-131,yes,no
6932,2024-05-28,no,2607,yes,no
6933,2024-07-08,no,5,yes,no
6934,2024-08-26,no,23,no,no
6935,2024-04-16,no,180,yes,no
6936,2024-08-14,no,68,no,no
6937,2024-08-13,no,0,no,no
6938,2024-10-26,no,565,yes,no
6939,2024-04-30,no,598,no,no
6940,2024-06-20,no,1609,no,yes
6941,2024-06-30,no,1047,no,no
6942,2024-08-18,no,5641,no,no
6943,2024-04-17,no,557,yes,no
6944,2024-05-21,no,1066,yes,no
6945,2024-07-29,no,35,no,no
6946,2024-05-26,no,54,yes,yes
6947,2024-08-12,no,1806,yes,no
6948,2024-05-13,no,39,no,no
6949,2024-07-21,no,0,yes,no
6950,2024-05-05,no,930,yes,no
6951,2024-07-24,no,0,no,no
6952,2024-02-18,no,2764,no,no
6953,2024-07-31,no,4492,no,yes
6954,2024-06-20,no,2166,no,no
6955,2024-10-20,no,0,no,no
6956,2024-11-17,no,1575,no,no
6957,2024-07-24,no,201,yes,no
6958,2024-10-01,no,318,yes,yes
6959,2024-11-19,no,1682,yes,no
6960,2024-07-18,no,242,yes,no
6961,2024-08-07,no,291,no,no
6962,2024-02-02,no,304,no,no
6963,2024-06-16,no,108,no,no
6964,2024-08-04,no,1303,no,no
6965,2024-05-12,no,292,yes,no
6966,2024-10-28,no,89,no,no
6967,2024-02-05,no,788,yes,no
6968,2024-05-12,no,573,yes,no
6969,2024-07-16,no,1318,no,no
6970,2024-02-03,no,151,no,no
6971,2024-05-12,no,-37,yes,no
6972,2024-02-06,no,522,no,no
6973,2024-05-14,no,2315,yes,yes
6974,2024-11-21,no,-718,yes,no
6975,2024-07-07,no,4,yes,no
6976,2024-05-12,no,-43,no,no
6977,2024-04-20,no,596,yes,no
6978,2024-09-26,no,670,yes,no
6979,2024-05-14,no,430,no,no
6980,2024-08-19,no,60,no,no
6981,2024-04-30,no,0,yes,yes
6982,2024-11-18,no,678,no,yes
6983,2024-07-25,no,159,yes,no
6984,2024-11-18,no,1345,yes,no
6985,2024-08-06,no,483,no,no
6986,2024-06-20,no,2443,no,no
6987,2024-07-07,no,1258,no,no
6988,2024-06-18,no,389,yes,no
6989,2024-09-09,no,0,no,no
6990,2024-06-20,no,2067,yes,no
6991,2024-05-22,no,332,yes,no
6992,2024-11-19,no,80,no,yes
6993,2024-06-12,no,84,yes,yes
6994,2024-07-24,no,2702,yes,no
6995,2024-02-11,no,37127,no,no
6996,2024-08-28,no,0,yes,no
6997,2024-07-17,no,1813,yes,no
6998,2024-05-26,no,1612,yes,no
6999,2024-11-17,no,198,yes,yes
7000,2024-04-17,no,1106,yes,no
7001,2024-04-15,no,2321,no,no
7002,2024-11-19,no,33,no,yes
7003,2024-05-15,no,101,yes,no
7004,2024-07-22,no,-59,yes,no
7005,2024-05-30,no,486,yes,yes
7006,2024-04-03,no,136,yes,no
7007,2024-08-18,no,193,no,no
7008,2024-10-27,no,5083,no,no
7009,2024-05-08,no,0,yes,no
7010,2024-08-11,no,8,no,no
7011,2024-05-27,no,21,yes,no
7012,2024-08-27,no,570,no,no
7013,2024-02-03,no,644,yes,yes
7014,2024-06-09,no,1104,no,no
7015,2024-08-12,no,6004,yes,no
7016,2024-08-27,no,1503,no,no
7017,2024-01-28,no,896,yes,no
7018,2024-05-23,no,177,yes,no
7019,2024-08-18,no,665,no,no
7020,2024-05-20,no,380,yes,no
7021,2024-05-09,no,151,yes,no
7022,2024-11-18,no,179,yes,no
7023,2024-07-29,no,4,no,yes
7024,2024-05-08,no,116,yes,no
7025,2024-08-28,no,0,no,no
7026,2024-05-07,no,-57,yes,no
7027,2024-05-15,no,894,yes,no
7028,2024-07-08,no,478,no,yes
7029,2024-08-19,no,10,no,no
7030,2024-05-05,no,30,yes,no
7031,2024-08-08,no,578,yes,no
7032,2024-11-20,no,2360,yes,no
7033,2024-08-27,no,-47,yes,no
7034,2024-08-08,no,-805,no,no
7035,2024-08-13,yes,782,no,yes
7036,2024-05-12,no,1282,no,no
7037,2024-05-07,no,766,yes,no
7038,2024-05-09,no,348,yes,no
7039,2024-11-18,no,296,no,no
7040,2024-07-14,no,908,yes,yes
7041,2024-06-05,no,0,no,no
7042,2024-11-04,no,5276,no,no
7043,2024-06-16,no,658,yes,no
7044,2024-05-30,no,1089,yes,no
7045,2024-05-18,no,1042,yes,no
7046,2024-07-21,no,544,no,yes
7047,2024-05-07,no,134,yes,no
7048,2024-05-05,no,73,yes,no
7049,2024-04-17,no,13156,yes,no
7050,2024-02-03,no,30,no,yes
7051,2024-05-06,no,-66,yes,no
7052,2024-05-20,no,1373,yes,no
7053,2024-05-23,no,8564,yes,no
7054,2024-05-05,no,81,yes,no
7055,2024-05-14,no,5426,yes,no
7056,2024-05-06,no,16,yes,no
7057,2024-05-05,no,297,yes,no
7058,2024-05-05,no,734,yes,yes
7059,2024-05-05,no,1514,yes,no
7060,2024-08-07,no,153,no,no
7061,2024-06-06,no,3503,no,no
7062,2024-05-27,no,-849,yes,yes
7063,2024-11-18,no,1441,yes,no
7064,2024-04-30,no,2487,no,no
7065,2024-08-18,no,927,no,no
7066,2024-08-18,no,598,no,no
7067,2024-07-16,no,345,yes,no
7068,2024-07-23,no,197,no,no
7069,2024-05-26,no,220,no,no
7070,2024-08-20,no,9,no,yes
7071,2024-05-14,no,5678,yes,no
7072,2024-08-25,no,0,no,no
7073,2024-05-30,no,169,yes,no
7074,2024-02-05,no,388,no,no
7075,2024-06-20,yes,61,no,no
7076,2024-11-20,no,7100,no,no
7077,2024-05-11,no,219,yes,yes
7078,2024-01-29,no,-76,no,no
7079,2024-07-09,no,1432,no,no
7080,2024-11-18,no,879,yes,no
7081,2024-07-24,no,0,yes,no
7082,2024-02-04,no,1498,no,no
7083,2024-05-15,no,543,yes,no
7084,2024-11-17,no,1797,yes,yes
7085,2024-08-06,no,2994,no,no
7086,2024-08-28,no,1690,no,no
7087,2024-08-28,no,1573,no,no
7088,2024-07-29,no,0,no,yes
7089,2024-08-02,no,173,no,no
7090,2024-06-19,no,989,no,no
7091,2024-05-09,no,335,yes,no
7092,2024-05-06,yes,17,yes,no
7093,2024-07-25,no,-74,yes,no
7094,2024-06-15,no,8319,no,no
7095,2024-04-20,no,15341,no,no
7096,2024-08-13,no,52,no,no
7097,2024-11-19,no,-56,yes,no
7098,2024-06-17,no,1670,no,no
7099,2024-08-11,no,370,no,no
7100,2024-07-23,no,466,yes,no
7101,2024-05-25,no,2583,no,no
7102,2024-02-03,no,1177,yes,yes
7103,2024-05-20,no,311,yes,no
7104,2024-05-06,no,842,yes,no
7105,2024-08-08,no,2744,yes,no
7106,2024-07-01,no,503,no,no
7107,2024-05-05,no,62,yes,no
7108,2024-05-22,no,4841,no,no
7109,2024-11-21,no,253,yes,no
7110,2024-08-29,no,842,no,no
7111,2024-06-20,no,378,no,no
7112,2024-05-15,no,637,yes,no
7113,2024-05-26,no,-372,yes,no
7114,2024-05-18,no,135,yes,yes
7115,2024-07-24,no,7,no,no
7116,2024-06-23,no,446,no,no
7117,2024-07-30,no,1328,no,no
7118,2024-05-15,no,252,yes,no
7119,2024-07-08,no,125,no,no
7120,2024-05-12,no,1324,yes,no
7121,2024-05-05,no,-244,yes,no
7122,2024-06-12,no,657,no,no
7123,2024-10-01,no,2140,no,no
7124,2024-06-09,no,5571,no,no
7125,2024-05-12,no,103,yes,no
7126,2024-11-18,no,2133,no,no
7127,2024-11-19,no,8876,no,no
7128,2024-11-18,no,22,yes,no
7129,2024-05-05,no,3854,yes,no
7130,2024-08-29,no,32,no,no
7131,2024-08-20,no,337,yes,no
7132,2024-02-05,no,228,no,no
7133,2024-11-19,no,1125,yes,yes
7134,2024-11-18,no,1612,yes,no
7135,2024-07-22,no,1310,yes,yes
7136,2024-08-21,yes,-210,no,yes
7137,2024-07-23,no,0,yes,no
