age,job,marital,education,credit_on_default,annual_balance,housing_loan,personal_loan,contact_type,contact_day,contact_month,contact_duration,campaign_contacts,days_last_contacted,previous_contacts,poutcome,age_group,customer_id,sale,deposit
29,Management,married,tertiary,no,51,yes,no,cellular,17,Jul,1319,5,-1,0,unknown,Young Adult,4153,1,yes
24,Services,single,secondary,yes,-122,yes,no,unknown,13,May,1000,1,-1,0,unknown,Young Adult,4154,1,yes
27,Blue-Collar,single,secondary,no,294,yes,yes,unknown,28,May,694,2,-1,0,unknown,Young Adult,4155,1,yes
23,Student,single,secondary,no,922,no,no,cellular,28,May,538,2,184,9,failure,Young Adult,4156,1,yes
32,Admin,married,secondary,no,51,yes,yes,cellular,14,Jan,203,1,87,2,other,Young Adult,4157,1,yes
40,Technician,married,secondary,no,694,yes,no,cellular,3,Jun,431,2,119,9,failure,Middle Aged,4158,1,yes
32,Management,married,tertiary,no,607,yes,no,unknown,18,Jun,1060,5,-1,0,unknown,Young Adult,4159,1,yes
57,Management,married,secondary,no,2155,no,yes,cellular,10,Nov,144,3,91,2,failure,Middle Aged,4160,1,yes
28,Self-Employed,single,tertiary,no,159,no,no,cellular,14,Oct,246,2,420,2,other,Young Adult,4161,1,yes
35,Technician,married,tertiary,no,7050,no,no,cellular,10,Feb,278,3,187,1,success,Young Adult,4162,1,yes
35,Blue-Collar,married,secondary,no,1055,no,no,unknown,18,Nov,150,2,-1,0,unknown,Young Adult,4163,1,yes
24,Student,single,secondary,no,8165,no,no,cellular,15,Sep,216,1,-1,0,unknown,Young Adult,4164,1,yes
36,Technician,married,tertiary,no,376,no,no,cellular,16,Sep,173,1,-1,0,unknown,Young Adult,4165,1,yes
66,Housemaid,divorced,primary,no,3701,no,no,telephone,3,Mar,834,1,-1,0,unknown,Elderly,4166,1,yes
45,Management,divorced,secondary,no,644,yes,no,cellular,19,Nov,418,1,168,1,success,Middle Aged,4167,1,yes
28,Technician,single,tertiary,no,3623,no,no,cellular,10,Mar,261,1,-1,0,unknown,Young Adult,4168,1,yes
45,Housemaid,married,secondary,no,360,no,no,cellular,3,Nov,215,1,-1,0,unknown,Middle Aged,4169,1,yes
31,Unemployed,single,secondary,no,284,yes,no,cellular,2,Feb,855,1,-1,0,unknown,Young Adult,4170,1,yes
45,Services,single,primary,no,1893,yes,no,unknown,3,Jun,1259,6,-1,0,unknown,Middle Aged,4171,1,yes
34,Admin,married,tertiary,no,69,no,yes,cellular,4,Aug,120,3,1,6,success,Young Adult,4172,1,yes
39,Technician,single,secondary,no,1355,yes,no,cellular,14,May,1180,1,-1,0,unknown,Young Adult,4173,1,yes
24,Management,single,tertiary,no,1506,no,no,cellular,12,Jun,239,2,95,4,success,Young Adult,4174,1,yes
33,Technician,single,tertiary,no,1393,yes,no,cellular,18,Jul,1127,3,-1,0,unknown,Young Adult,4175,1,yes
54,Management,divorced,tertiary,no,487,yes,no,unknown,21,May,828,4,-1,0,unknown,Middle Aged,4176,1,yes
26,Student,single,secondary,no,655,no,no,cellular,16,Sep,190,1,-1,0,unknown,Young Adult,4177,1,yes
30,Services,single,tertiary,no,1788,no,no,cellular,4,Aug,288,1,181,2,failure,Young Adult,4178,1,yes
37,Admin,married,secondary,no,0,yes,no,cellular,2,Jun,107,1,-1,0,unknown,Young Adult,4179,1,yes
32,Management,single,tertiary,no,41,no,no,cellular,21,Aug,686,5,-1,0,unknown,Young Adult,4180,1,yes
39,Management,married,secondary,no,215,no,no,cellular,11,Aug,1141,4,-1,0,unknown,Young Adult,4181,1,yes
27,Unknown,single,secondary,no,1187,no,no,telephone,26,Feb,232,1,101,1,failure,Young Adult,4182,1,yes
54,Admin,married,secondary,no,0,no,no,cellular,27,Jan,565,1,-1,0,unknown,Middle Aged,4183,1,yes
54,Housemaid,single,secondary,no,1213,no,no,cellular,12,Nov,241,1,-1,0,unknown,Middle Aged,4184,1,yes
71,Retired,married,tertiary,no,653,no,no,telephone,3,Sep,471,1,189,1,success,Elderly,4185,1,yes
41,Management,divorced,tertiary,no,3426,no,no,cellular,4,Jun,102,2,297,3,failure,Middle Aged,4186,1,yes
29,Admin,married,tertiary,no,238,no,no,cellular,25,May,344,2,88,1,failure,Young Adult,4187,1,yes
60,Retired,married,secondary,no,1690,no,no,unknown,20,Jun,1467,4,-1,0,unknown,Elderly,4188,1,yes
60,Unemployed,married,primary,no,0,no,no,cellular,22,Jul,1193,1,412,1,other,Elderly,4189,1,yes
36,Technician,single,secondary,no,27,yes,no,cellular,9,Feb,631,1,260,2,success,Young Adult,4190,1,yes
34,Management,single,tertiary,no,681,no,no,cellular,6,Aug,637,2,-1,0,unknown,Young Adult,4191,1,yes
27,Admin,single,secondary,no,18188,yes,no,unknown,12,Jun,541,17,-1,0,unknown,Young Adult,4192,1,yes
34,Management,married,tertiary,no,1006,yes,no,cellular,19,Nov,783,3,195,2,other,Young Adult,4193,1,yes
36,Management,married,tertiary,no,1352,no,no,unknown,19,Jun,2028,1,-1,0,unknown,Young Adult,4194,1,yes
32,Technician,single,tertiary,no,2340,no,no,cellular,18,Feb,89,2,-1,0,unknown,Young Adult,4195,1,yes
55,Housemaid,married,unknown,no,366,no,no,cellular,5,Jun,365,3,57,2,other,Middle Aged,4196,1,yes
34,Services,single,secondary,no,-374,yes,no,cellular,11,May,672,1,-1,0,unknown,Young Adult,4197,1,yes
25,Technician,single,tertiary,no,1231,no,no,cellular,31,Aug,271,2,-1,0,unknown,Young Adult,4198,1,yes
51,Technician,married,tertiary,no,1347,yes,yes,cellular,10,Feb,160,1,243,1,failure,Middle Aged,4199,1,yes
33,Management,married,tertiary,no,1778,no,no,cellular,12,Feb,388,1,-1,0,unknown,Young Adult,4200,1,yes
35,Technician,married,secondary,no,2201,no,no,telephone,12,Apr,350,1,-1,0,unknown,Young Adult,4201,1,yes
55,Housemaid,married,primary,no,0,yes,no,cellular,17,Jul,1303,2,-1,0,unknown,Middle Aged,4202,1,yes
61,Retired,married,tertiary,no,2557,yes,no,cellular,11,Aug,139,3,190,1,success,Elderly,4203,1,yes
34,Technician,married,secondary,no,0,yes,no,cellular,5,Aug,231,2,2,3,success,Young Adult,4204,1,yes
55,Technician,married,tertiary,no,1320,no,no,cellular,28,Jul,340,1,91,2,success,Middle Aged,4205,1,yes
23,Student,single,tertiary,no,0,no,no,cellular,10,Aug,213,1,-1,0,unknown,Young Adult,4206,1,yes
69,Retired,married,secondary,no,0,no,no,cellular,27,Jul,666,1,90,4,success,Elderly,4207,1,yes
37,Management,single,tertiary,no,22125,no,yes,cellular,21,Nov,331,2,-1,0,unknown,Young Adult,4208,1,yes
49,Entrepreneur,married,primary,no,6188,no,no,cellular,18,Nov,453,1,-1,0,unknown,Middle Aged,4209,1,yes
41,Unemployed,married,secondary,no,1077,yes,yes,telephone,9,Dec,207,3,387,2,failure,Middle Aged,4210,1,yes
39,Technician,single,unknown,no,45248,yes,no,unknown,6,May,1623,1,-1,0,unknown,Young Adult,4211,1,yes
30,Technician,single,tertiary,no,3291,yes,no,unknown,19,May,1218,3,-1,0,unknown,Young Adult,4212,1,yes
32,Technician,single,secondary,no,562,yes,no,unknown,30,May,722,3,-1,0,unknown,Young Adult,4213,1,yes
61,Admin,married,secondary,no,1046,yes,no,cellular,21,Aug,158,1,-1,0,unknown,Elderly,4214,1,yes
33,Management,single,tertiary,no,87,no,no,cellular,12,Aug,978,1,-1,0,unknown,Young Adult,4215,1,yes
32,Management,single,tertiary,no,10281,no,no,cellular,22,Apr,400,1,-1,0,unknown,Young Adult,4216,1,yes
45,Admin,divorced,primary,no,429,yes,no,cellular,22,Apr,147,1,181,1,success,Middle Aged,4217,1,yes
59,Retired,married,primary,no,3648,no,no,telephone,19,Jun,1321,3,-1,0,unknown,Middle Aged,4218,1,yes
48,Blue-Collar,married,secondary,no,863,yes,no,telephone,4,May,412,5,350,2,success,Middle Aged,4219,1,yes
18,Student,single,unknown,no,3,no,no,cellular,25,Aug,130,2,-1,0,unknown,Young Adult,4220,1,yes
27,Management,single,tertiary,no,2648,no,no,cellular,5,Feb,917,1,-1,0,unknown,Young Adult,4221,1,yes
32,Management,single,tertiary,no,0,yes,no,cellular,30,Apr,370,3,-1,0,unknown,Young Adult,4222,1,yes
50,Technician,divorced,secondary,no,0,no,no,cellular,29,Sep,159,1,120,2,failure,Middle Aged,4223,1,yes
30,Self-Employed,single,tertiary,no,655,no,no,cellular,23,Sep,272,4,184,1,success,Young Adult,4224,1,yes
23,Student,single,unknown,no,854,yes,no,unknown,28,May,664,2,-1,0,unknown,Young Adult,4225,1,yes
40,Management,divorced,tertiary,no,858,no,no,cellular,26,Oct,202,2,-1,0,unknown,Middle Aged,4226,1,yes
27,Blue-Collar,single,tertiary,no,567,no,no,cellular,26,May,523,3,182,3,success,Young Adult,4227,1,yes
35,Technician,single,secondary,no,399,yes,no,cellular,13,May,496,2,345,3,failure,Young Adult,4228,1,yes
53,Admin,divorced,unknown,no,257,no,no,cellular,11,Jul,1310,2,-1,0,unknown,Middle Aged,4229,1,yes
59,Admin,married,secondary,no,3735,no,no,cellular,18,Mar,203,4,121,2,failure,Middle Aged,4230,1,yes
37,Management,married,tertiary,no,57,no,no,cellular,5,Feb,345,1,-1,0,unknown,Young Adult,4231,1,yes
24,Student,single,primary,no,1235,no,no,cellular,14,Jul,334,4,93,6,other,Young Adult,4232,1,yes
42,Services,divorced,secondary,no,257,yes,no,cellular,12,May,955,2,-1,0,unknown,Middle Aged,4233,1,yes
27,Technician,single,tertiary,no,401,no,no,cellular,6,Aug,218,3,93,2,success,Young Adult,4234,1,yes
29,Self-Employed,single,tertiary,no,3290,no,no,cellular,23,Mar,136,1,291,2,success,Young Adult,4235,1,yes
30,Management,single,tertiary,no,297,no,no,cellular,8,Nov,188,1,-1,0,unknown,Young Adult,4236,1,yes
22,Admin,single,secondary,no,33,no,no,cellular,12,Feb,369,1,-1,0,unknown,Young Adult,4237,1,yes
39,Services,married,secondary,no,1179,no,no,cellular,25,May,284,1,-1,0,unknown,Young Adult,4238,1,yes
35,Management,single,tertiary,no,471,no,no,cellular,5,Jun,276,2,-1,0,unknown,Young Adult,4239,1,yes
61,Retired,married,secondary,no,938,no,no,cellular,15,Jul,392,2,183,3,success,Elderly,4240,1,yes
33,Technician,single,tertiary,no,1636,yes,no,cellular,27,Feb,165,1,-1,0,unknown,Young Adult,4241,1,yes
42,Management,divorced,tertiary,no,1243,no,no,cellular,26,Aug,1000,4,-1,0,unknown,Middle Aged,4242,1,yes
30,Admin,single,tertiary,no,0,yes,no,cellular,4,Feb,730,2,-1,0,unknown,Young Adult,4243,1,yes
51,Retired,divorced,secondary,no,1679,no,no,cellular,12,Aug,417,1,365,9,other,Middle Aged,4244,1,yes
25,Services,single,unknown,no,2022,no,no,cellular,29,Jul,276,8,97,12,other,Young Adult,4245,1,yes
44,Technician,single,tertiary,no,2033,no,no,cellular,3,Sep,444,1,99,1,failure,Middle Aged,4246,1,yes
34,Admin,married,secondary,no,869,no,no,unknown,6,May,1677,1,-1,0,unknown,Young Adult,4247,1,yes
28,Management,single,tertiary,no,3611,no,no,cellular,26,Feb,141,2,-1,0,unknown,Young Adult,4248,1,yes
61,Retired,divorced,primary,no,3624,no,no,cellular,25,Nov,342,1,-1,0,unknown,Elderly,4249,1,yes
21,Student,single,secondary,no,2488,no,no,cellular,30,Jun,258,6,169,3,success,Young Adult,4250,1,yes
53,Technician,divorced,tertiary,no,2228,no,no,cellular,17,Nov,890,1,-1,0,unknown,Middle Aged,4251,1,yes
46,Services,married,secondary,no,4,no,no,cellular,30,Apr,268,1,261,5,other,Middle Aged,4252,1,yes
52,Technician,married,tertiary,no,2557,no,no,cellular,28,Jan,134,5,204,2,success,Middle Aged,4253,1,yes
56,Management,married,tertiary,no,1390,yes,no,cellular,18,Nov,543,1,-1,0,unknown,Middle Aged,4254,1,yes
36,Technician,single,secondary,no,1228,yes,no,cellular,4,May,303,3,-1,0,unknown,Young Adult,4255,1,yes
30,Admin,married,secondary,no,1265,yes,yes,unknown,26,May,414,2,-1,0,unknown,Young Adult,4256,1,yes
41,Admin,divorced,secondary,no,6046,yes,yes,telephone,15,Mar,300,6,182,2,success,Middle Aged,4257,1,yes
33,Management,single,tertiary,no,816,yes,no,cellular,11,Oct,383,2,503,2,failure,Young Adult,4258,1,yes
28,Student,single,tertiary,no,0,no,no,cellular,28,Sep,294,2,105,7,other,Young Adult,4259,1,yes
54,Technician,single,tertiary,no,118,no,no,cellular,5,Apr,280,1,-1,0,unknown,Middle Aged,4260,1,yes
50,Management,married,secondary,no,1165,no,no,cellular,16,Jul,455,1,-1,0,unknown,Middle Aged,4261,1,yes
58,Technician,married,secondary,no,99,no,no,telephone,22,Sep,396,2,-1,0,unknown,Middle Aged,4262,1,yes
33,Services,married,secondary,no,1697,no,no,cellular,4,May,489,1,182,1,success,Young Adult,4263,1,yes
36,Entrepreneur,single,secondary,no,866,yes,no,cellular,11,May,629,1,173,1,failure,Young Adult,4264,1,yes
51,Technician,married,tertiary,no,0,no,no,cellular,2,Mar,539,2,-1,0,unknown,Middle Aged,4265,1,yes
35,Technician,single,tertiary,no,5301,no,no,cellular,21,Nov,937,2,-1,0,unknown,Young Adult,4266,1,yes
35,Management,single,tertiary,no,7918,no,no,cellular,7,Sep,497,1,-1,0,unknown,Young Adult,4267,1,yes
34,Technician,married,secondary,no,1,no,no,cellular,28,Aug,535,2,-1,0,unknown,Young Adult,4268,1,yes
45,Management,married,tertiary,no,160,no,no,cellular,30,Apr,619,1,-1,0,unknown,Middle Aged,4269,1,yes
24,Services,single,secondary,no,414,yes,no,cellular,18,May,493,1,370,1,other,Young Adult,4270,1,yes
45,Unknown,married,tertiary,no,406,no,no,cellular,7,Sep,314,1,-1,0,unknown,Middle Aged,4271,1,yes
42,Entrepreneur,married,secondary,no,0,yes,no,cellular,9,Apr,331,1,140,4,failure,Middle Aged,4272,1,yes
30,Technician,single,tertiary,no,655,no,no,cellular,6,Oct,384,2,-1,0,unknown,Young Adult,4273,1,yes
60,Retired,divorced,secondary,no,514,no,no,cellular,16,Mar,263,1,124,9,other,Elderly,4274,1,yes
40,Technician,married,tertiary,no,11766,yes,no,cellular,13,Apr,218,2,242,9,failure,Middle Aged,4275,1,yes
25,Blue-Collar,married,secondary,no,0,no,yes,cellular,15,Jul,1424,4,-1,0,unknown,Young Adult,4276,1,yes
48,Management,married,secondary,no,2892,no,no,cellular,7,Jul,407,1,385,1,success,Middle Aged,4277,1,yes
28,Admin,single,secondary,no,762,no,no,cellular,18,Sep,115,3,-1,0,unknown,Young Adult,4278,1,yes
55,Management,divorced,tertiary,no,2037,no,no,cellular,2,Nov,209,2,273,1,failure,Middle Aged,4279,1,yes
47,Management,single,tertiary,no,255,no,yes,cellular,30,Jul,802,4,-1,0,unknown,Middle Aged,4280,1,yes
32,Student,married,secondary,no,1536,no,no,cellular,7,Aug,289,2,-1,0,unknown,Young Adult,4281,1,yes
55,Technician,divorced,tertiary,no,0,no,no,cellular,18,Aug,237,1,-1,0,unknown,Middle Aged,4282,1,yes
27,Technician,single,secondary,no,2,yes,yes,cellular,6,May,554,2,356,1,failure,Young Adult,4283,1,yes
42,Management,married,tertiary,no,1435,yes,no,cellular,7,May,1148,1,-1,0,unknown,Middle Aged,4284,1,yes
47,Technician,married,secondary,no,1219,no,no,cellular,18,Aug,697,4,-1,0,unknown,Middle Aged,4285,1,yes
36,Entrepreneur,married,secondary,no,2971,no,no,cellular,12,Nov,247,1,97,8,failure,Young Adult,4286,1,yes
64,Retired,married,primary,no,440,no,no,cellular,6,Feb,495,1,-1,0,unknown,Elderly,4287,1,yes
34,Management,married,tertiary,no,3301,yes,no,cellular,17,Sep,164,5,92,6,success,Young Adult,4288,1,yes
72,Admin,married,primary,no,2321,no,no,cellular,14,Sep,221,2,64,12,failure,Elderly,4289,1,yes
27,Student,single,secondary,no,213,no,no,cellular,27,Mar,378,1,-1,0,unknown,Young Adult,4290,1,yes
54,Services,divorced,secondary,no,0,no,no,cellular,18,Mar,362,1,290,3,success,Middle Aged,4291,1,yes
19,Student,single,unknown,no,108,no,no,cellular,10,Aug,168,1,182,2,success,Young Adult,4292,1,yes
33,Admin,married,secondary,no,920,no,no,cellular,30,Apr,344,1,-1,0,unknown,Young Adult,4293,1,yes
36,Admin,married,secondary,no,1031,no,no,cellular,17,Jun,282,4,-1,0,unknown,Young Adult,4294,1,yes
26,Student,single,tertiary,no,294,no,no,cellular,5,Mar,87,1,91,2,success,Young Adult,4295,1,yes
42,Admin,divorced,secondary,no,527,no,yes,cellular,22,Oct,181,1,185,1,success,Middle Aged,4296,1,yes
24,Management,single,tertiary,no,1030,no,no,cellular,4,Mar,396,2,-1,0,unknown,Young Adult,4297,1,yes
28,Self-Employed,single,tertiary,no,2503,no,no,cellular,25,May,426,1,-1,0,unknown,Young Adult,4298,1,yes
58,Unknown,married,unknown,no,1547,no,no,telephone,5,Aug,1186,4,-1,0,unknown,Middle Aged,4299,1,yes
59,Management,married,tertiary,no,1,yes,no,cellular,29,Apr,210,1,-1,0,unknown,Middle Aged,4300,1,yes
46,Technician,married,secondary,no,1167,yes,no,cellular,21,Nov,1540,2,-1,0,unknown,Middle Aged,4301,1,yes
49,Technician,married,tertiary,no,523,yes,no,cellular,3,Mar,152,2,-1,0,unknown,Middle Aged,4302,1,yes
45,Blue-Collar,divorced,primary,no,-207,no,no,cellular,15,Jul,878,2,-1,0,unknown,Middle Aged,4303,1,yes
32,Management,single,tertiary,no,3283,no,no,cellular,12,Aug,623,2,191,2,success,Young Adult,4304,1,yes
46,Blue-Collar,married,secondary,no,1147,yes,no,cellular,20,Apr,720,1,-1,0,unknown,Middle Aged,4305,1,yes
29,Management,single,tertiary,no,1170,no,no,cellular,20,Apr,453,1,-1,0,unknown,Young Adult,4306,1,yes
30,Management,single,secondary,no,4642,yes,no,cellular,21,Nov,528,1,-1,0,unknown,Young Adult,4307,1,yes
31,Self-Employed,married,tertiary,no,2666,no,no,cellular,10,Nov,318,2,97,6,success,Young Adult,4308,1,yes
31,Management,married,tertiary,no,792,no,no,cellular,20,Aug,763,14,-1,0,unknown,Young Adult,4309,1,yes
33,Blue-Collar,single,primary,no,127,yes,no,unknown,29,May,1059,2,-1,0,unknown,Young Adult,4310,1,yes
49,Services,divorced,secondary,no,0,no,no,cellular,28,Jul,412,2,-1,0,unknown,Middle Aged,4311,1,yes
30,Admin,married,secondary,no,0,no,no,cellular,1,Jun,318,1,-1,0,unknown,Young Adult,4312,1,yes
29,Self-Employed,single,tertiary,no,121,yes,no,unknown,30,May,1500,2,-1,0,unknown,Young Adult,4313,1,yes
44,Services,single,secondary,no,618,no,no,cellular,12,May,193,1,-1,0,unknown,Middle Aged,4314,1,yes
34,Blue-Collar,married,secondary,no,2495,yes,no,unknown,23,May,924,1,-1,0,unknown,Young Adult,4315,1,yes
62,Retired,married,secondary,no,569,no,no,cellular,4,Feb,94,5,184,1,success,Elderly,4316,1,yes
58,Management,married,tertiary,no,473,no,no,cellular,18,Feb,1109,1,262,1,success,Middle Aged,4317,1,yes
60,Management,married,tertiary,no,474,no,no,cellular,31,Aug,415,5,186,3,other,Elderly,4318,1,yes
62,Retired,divorced,tertiary,no,0,no,no,cellular,13,Nov,227,2,-1,0,unknown,Elderly,4319,1,yes
53,Admin,married,secondary,no,1796,no,no,telephone,15,Dec,476,1,193,1,failure,Middle Aged,4320,1,yes
32,Management,single,tertiary,no,520,no,no,cellular,3,Feb,443,2,-1,0,unknown,Young Adult,4321,1,yes
39,Blue-Collar,married,primary,no,118,no,no,cellular,3,Feb,906,1,-1,0,unknown,Young Adult,4322,1,yes
58,Management,married,tertiary,no,3342,no,no,cellular,5,Feb,344,5,-1,0,unknown,Middle Aged,4323,1,yes
38,Admin,single,secondary,no,3239,no,no,unknown,5,Jun,817,2,-1,0,unknown,Young Adult,4324,1,yes
56,Technician,married,secondary,no,23,no,no,cellular,20,Nov,857,3,-1,0,unknown,Middle Aged,4325,1,yes
52,Management,married,tertiary,no,40,no,no,cellular,19,Nov,1265,3,-1,0,unknown,Middle Aged,4326,1,yes
45,Management,married,tertiary,no,226,yes,no,cellular,13,Aug,177,6,179,10,success,Middle Aged,4327,1,yes
28,Management,single,tertiary,no,939,yes,no,unknown,27,May,740,1,-1,0,unknown,Young Adult,4328,1,yes
29,Blue-Collar,single,secondary,no,-20,no,yes,cellular,21,Jul,574,1,-1,0,unknown,Young Adult,4329,1,yes
29,Blue-Collar,married,secondary,no,940,yes,yes,cellular,15,May,382,1,-1,0,unknown,Young Adult,4330,1,yes
60,Blue-Collar,married,primary,no,5,no,no,cellular,29,Jan,533,1,92,1,success,Elderly,4331,1,yes
31,Management,married,secondary,no,0,no,no,cellular,11,Aug,720,1,-1,0,unknown,Young Adult,4332,1,yes
31,Services,married,secondary,no,447,no,no,cellular,4,Jun,327,3,77,3,success,Young Adult,4333,1,yes
57,Technician,divorced,tertiary,no,126,no,no,telephone,4,Jun,166,2,-1,0,unknown,Middle Aged,4334,1,yes
25,Technician,single,secondary,no,4718,no,no,cellular,24,Jul,709,1,-1,0,unknown,Young Adult,4335,1,yes
27,Management,single,secondary,no,843,no,no,cellular,8,Jan,187,1,-1,0,unknown,Young Adult,4336,1,yes
24,Blue-Collar,married,primary,no,656,yes,no,unknown,16,May,894,1,-1,0,unknown,Young Adult,4337,1,yes
39,Services,single,secondary,no,91,no,no,cellular,3,Sep,213,1,185,1,success,Young Adult,4338,1,yes
27,Services,married,secondary,no,0,yes,no,cellular,22,Jul,1608,13,-1,0,unknown,Young Adult,4339,1,yes
24,Self-Employed,single,tertiary,no,2984,yes,no,unknown,27,May,935,1,-1,0,unknown,Young Adult,4340,1,yes
56,Management,married,primary,no,870,no,no,cellular,16,Nov,257,1,-1,0,unknown,Middle Aged,4341,1,yes
33,Admin,single,tertiary,no,7608,no,no,cellular,30,Mar,238,4,-1,0,unknown,Young Adult,4342,1,yes
38,Technician,married,secondary,no,5115,yes,no,cellular,2,Jun,318,1,95,7,success,Young Adult,4343,1,yes
34,Admin,married,secondary,no,247,no,no,cellular,8,Oct,401,2,-1,0,unknown,Young Adult,4344,1,yes
45,Blue-Collar,married,secondary,no,154,yes,no,unknown,7,May,1138,1,-1,0,unknown,Middle Aged,4345,1,yes
35,Management,married,tertiary,no,1731,no,no,cellular,31,Jul,361,4,-1,0,unknown,Young Adult,4346,1,yes
52,Management,married,tertiary,no,3634,no,no,cellular,8,Feb,341,8,-1,0,unknown,Middle Aged,4347,1,yes
38,Admin,divorced,secondary,no,19,yes,no,cellular,5,Feb,1130,3,251,2,success,Young Adult,4348,1,yes
23,Technician,single,tertiary,no,1129,yes,no,unknown,28,May,806,1,-1,0,unknown,Young Adult,4349,1,yes
38,Blue-Collar,divorced,secondary,no,0,yes,no,cellular,21,Oct,576,1,183,4,success,Young Adult,4350,1,yes
36,Technician,single,secondary,no,12264,no,no,cellular,12,Apr,158,2,-1,0,unknown,Young Adult,4351,1,yes
33,Services,married,secondary,no,478,no,no,cellular,30,Apr,475,2,-1,0,unknown,Young Adult,4352,1,yes
43,Management,single,tertiary,no,2081,no,no,cellular,22,Oct,554,3,-1,0,unknown,Middle Aged,4353,1,yes
41,Technician,married,secondary,no,965,no,no,cellular,22,Aug,336,10,-1,0,unknown,Middle Aged,4354,1,yes
46,Technician,married,secondary,no,332,yes,no,unknown,9,May,772,1,-1,0,unknown,Middle Aged,4355,1,yes
60,Housemaid,married,primary,no,1163,no,no,cellular,30,Apr,470,8,-1,0,unknown,Elderly,4356,1,yes
40,Unemployed,married,secondary,no,1960,yes,no,unknown,2,Jun,605,6,-1,0,unknown,Middle Aged,4357,1,yes
33,Admin,divorced,secondary,no,294,yes,no,cellular,8,May,763,1,-1,0,unknown,Young Adult,4358,1,yes
35,Self-Employed,married,secondary,no,188,yes,yes,unknown,5,Jun,1865,2,-1,0,unknown,Young Adult,4359,1,yes
36,Management,married,tertiary,no,254,no,no,cellular,3,Feb,303,2,-1,0,unknown,Young Adult,4360,1,yes
28,Student,single,secondary,no,1377,yes,no,cellular,14,May,688,2,-1,0,unknown,Young Adult,4361,1,yes
60,Retired,married,secondary,no,523,no,no,cellular,13,Aug,192,3,-1,0,unknown,Elderly,4362,1,yes
47,Management,married,tertiary,no,600,no,no,cellular,19,Aug,290,15,-1,0,unknown,Middle Aged,4363,1,yes
35,Student,married,tertiary,no,387,yes,no,cellular,8,May,1024,3,347,3,failure,Young Adult,4364,1,yes
53,Admin,married,secondary,no,849,yes,no,cellular,6,Feb,3102,3,-1,0,unknown,Middle Aged,4365,1,yes
39,Blue-Collar,divorced,primary,no,1317,yes,no,cellular,20,Nov,543,1,170,4,other,Young Adult,4366,1,yes
46,Services,married,secondary,no,273,no,no,cellular,22,Aug,565,2,-1,0,unknown,Middle Aged,4367,1,yes
34,Management,married,tertiary,no,0,yes,no,cellular,30,Apr,300,1,86,1,success,Young Adult,4368,1,yes
58,Retired,divorced,primary,no,2538,yes,no,cellular,19,Nov,680,2,111,6,failure,Middle Aged,4369,1,yes
34,Technician,married,secondary,no,133,no,no,cellular,15,Nov,401,2,187,5,success,Young Adult,4370,1,yes
33,Admin,single,tertiary,no,146,no,no,cellular,22,Oct,380,1,91,3,success,Young Adult,4371,1,yes
42,Technician,single,unknown,no,11115,no,no,cellular,30,Apr,328,1,-1,0,unknown,Middle Aged,4372,1,yes
32,Services,single,secondary,no,486,no,no,cellular,29,Jan,1181,1,-1,0,unknown,Young Adult,4373,1,yes
47,Management,single,tertiary,no,159,no,no,telephone,29,Oct,220,3,155,3,other,Middle Aged,4374,1,yes
35,Blue-Collar,married,unknown,no,1201,no,no,unknown,18,Jun,537,1,-1,0,unknown,Young Adult,4375,1,yes
77,Retired,married,primary,no,2590,no,no,telephone,13,Nov,212,3,277,12,failure,Elderly,4376,1,yes
62,Retired,married,unknown,no,800,no,no,cellular,17,Feb,737,1,-1,0,unknown,Elderly,4377,1,yes
62,Self-Employed,divorced,secondary,no,0,yes,no,cellular,20,Aug,158,1,-1,0,unknown,Elderly,4378,1,yes
38,Management,married,tertiary,no,385,yes,no,telephone,28,Oct,154,1,-1,0,unknown,Young Adult,4379,1,yes
37,Management,married,tertiary,no,238,no,no,cellular,3,Feb,185,1,92,1,success,Young Adult,4380,1,yes
38,Management,married,tertiary,no,238,no,no,cellular,4,Aug,139,1,92,3,failure,Young Adult,4381,1,yes
31,Management,married,tertiary,no,1812,no,no,cellular,30,Apr,461,1,-1,0,unknown,Young Adult,4382,1,yes
38,Management,married,tertiary,no,413,no,no,cellular,13,Oct,252,2,183,3,success,Young Adult,4383,1,yes
31,Blue-Collar,married,secondary,no,152,yes,yes,cellular,8,Jul,831,1,-1,0,unknown,Young Adult,4384,1,yes
34,Blue-Collar,married,primary,no,1031,yes,no,unknown,29,May,751,3,-1,0,unknown,Young Adult,4385,1,yes
33,Management,single,tertiary,no,3143,no,no,cellular,29,Jun,421,2,-1,0,unknown,Young Adult,4386,1,yes
38,Management,married,tertiary,no,613,no,no,cellular,3,Feb,239,1,-1,0,unknown,Young Adult,4387,1,yes
28,Services,single,secondary,no,168,no,no,cellular,12,Jan,387,1,194,1,other,Young Adult,4388,1,yes
67,Retired,single,tertiary,no,2144,no,no,telephone,21,Apr,847,2,-1,0,unknown,Elderly,4389,1,yes
31,Management,married,tertiary,no,1331,no,no,cellular,30,Apr,297,1,86,3,success,Young Adult,4390,1,yes
49,Technician,married,tertiary,no,2611,no,no,cellular,20,Apr,194,2,-1,0,unknown,Middle Aged,4391,1,yes
53,Technician,single,secondary,no,925,no,no,cellular,25,Aug,930,3,-1,0,unknown,Middle Aged,4392,1,yes
31,Technician,single,tertiary,no,985,yes,no,cellular,17,Apr,997,1,57,2,failure,Young Adult,4393,1,yes
